formula,label,sg,temperature,seebeck,cond_elec,cond_therm,n_rot,n_inv,n_rotoinv,n_mirror,n_rot_screw,1/2tran_screw,1/3tran_screw,3/4tran_screw,1/4tran_screw,1/6tran_screw,n_glide,1/2tran_glide,3/4tran_glide,1/4tran_glide,n_tr,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData mode Number,MagpieData mean MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mode AtomicWeight,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData mean Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,transition metal fraction,band center,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_300,Pnma,300,-110.0,27766.0,0.63,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_400,Pnma,400,-138.0,23883.0,0.57,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_500,Pnma,500,-163.0,20850.0,0.53,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_600,Pnma,600,-181.0,19000.0,0.51,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_700,Pnma,700,-193.0,17925.0,0.5,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.92Br0.08)3,BiSb(Se0.92Br0.08)3_800,Pnma,800,-203.0,17340.0,0.44,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.248,34,87.888,89,113.569392,78.96,575.0824,494.0,15.648,120,148,129.4,2.02,2.96,0.94,2.36368,2.0,0.0,2,3.648,0.5184,4,10.0,0.0,2.8,4.48,0,18.448,4.2208,16,0.0,0.0,0,2.352,0.5184,2,0.0,0.0,0,0.0,0.0,0,2.352,0.5184,2,28.62488,2.98618752,25.92,0.0,1.457,1.457,0.510984,0.4087872,0.799,0.0,0.0,0.0,0.0,5.33835033,2.0,3.648,10.0,2.8,0.1084128361,0.197745013,0.5420641804,0.1517779705
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_300,Pnma,300,-112.0,26117.0,0.64,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_400,Pnma,400,-141.0,22500.0,0.57,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_500,Pnma,500,-169.0,19362.0,0.53,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_600,Pnma,600,-186.0,17500.0,0.51,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_700,Pnma,700,-203.0,16277.0,0.5,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.94Br0.06)3,BiSb(Se0.94Br0.06)3_800,Pnma,800,-219.0,15479.0,0.44,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.236,34,87.816,89,113.558064,78.96,577.8208,494.0,15.636,120,148,129.4,2.02,2.96,0.94,2.35876,2.0,0.0,2,3.636,0.5088,4,10.0,0.0,2.8,4.48,0,18.436,4.2256,16,0.0,0.0,0,2.364,0.5088,2,0.0,0.0,0,0.0,0.0,0,2.364,0.5088,2,28.58216,3.00291648,25.92,0.0,1.457,1.457,0.503088,0.4024704,0.799,0.0,0.0,0.0,0.0,5.32210377,2.0,3.636,10.0,2.8,0.108483402,0.1972228249,0.5424170102,0.1518767629
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_300,Pnma,300,-100.0,21000.0,0.65,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_400,Pnma,400,-141.0,19000.0,0.59,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_500,Pnma,500,-169.0,16436.0,0.55,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_600,Pnma,600,-192.0,14630.0,0.53,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_700,Pnma,700,-213.0,13298.0,0.5,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.96Br0.04)3,BiSb(Se0.96Br0.04)3_800,Pnma,800,-228.0,12500.0,0.45,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.224,34,87.744,89,113.546736,78.96,580.5592,494.0,15.624,120,148,129.4,2.02,2.96,0.94,2.35384,2.0,0.0,2,3.624,0.4992,4,10.0,0.0,2.8,4.48,0,18.424,4.2304,16,0.0,0.0,0,2.376,0.4992,2,0.0,0.0,0,0.0,0.0,0,2.376,0.4992,2,28.53944,3.01759488,25.92,0.0,1.457,1.457,0.495192,0.3961536,0.799,0.0,0.0,0.0,0.0,5.30590666,2.0,3.624,10.0,2.8,0.1085540599,0.1966999566,0.5427702996,0.1519756839
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_300,Pnma,300,-109.0,21915.0,0.68,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_400,Pnma,400,-147.0,19362.0,0.61,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_500,Pnma,500,-173.0,16702.0,0.58,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_600,Pnma,600,-190.0,15000.0,0.56,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_700,Pnma,700,-208.0,13776.0,0.53,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
BiSb(Se0.98Br0.02)3,BiSb(Se0.98Br0.02)3_800,Pnma,800,-229.0,12128.0,0.48,0,1.0,0,1,2,1,0,0,0,0,2,1,0,0,0,34,83,47.212,34,87.672,89,113.535408,78.96,583.2976,494.0,15.612,120,148,129.4,2.02,2.96,0.94,2.34892,2.0,0.0,2,3.612,0.4896,4,10.0,1.78e-15,2.8,4.48,0,18.412,4.2352,16,0.0,0.0,0,2.388,0.4896,2,0.0,0.0,0,0.0,0.0,0,2.388,0.4896,2,28.49672,3.03022272,25.92,0.0,1.457,1.457,0.487296,0.3898368,0.799,0.0,0.0,0.0,0.0,5.289758845,2.0,3.612,10.0,2.8,0.1086248099,0.1961764067,0.5431240495,0.1520747339
TmCuTe2,TmCuTe2_320,p-3m1,320,74.0,95941.0,1.58,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_363,p-3m1,363,83.0,86200.0,1.5,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_410,p-3m1,410,91.0,75267.0,1.39,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_457,p-3m1,457,103.0,66864.0,1.32,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_503,p-3m1,503,110.0,57326.0,1.18,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_600,p-3m1,600,128.0,44182.0,1.16,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_550,p-3m1,550,123.0,48859.0,1.06,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_818,p-3m1,818,180.0,19177.0,0.69,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
TmCuTe2,TmCuTe2_720,p-3m1,720,175.0,23731.0,0.71,3,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,29,69,50.5,52,70.25,90,121.920053,127.6,1155.2725,722.66,11.5,132,190,149.5,1.25,2.1,0.85,1.8375,1.75,0.375,2,2.0,2.0,4,7.5,3.75,3.25,4.875,0,14.5,1.75,16,0.25,0.375,0,1.0,1.0,2,0.0,0.0,0,0.25,0.375,0,1.5,0.5,2,27.59416667,8.26208333,34.7633333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.25,4.611845756,1.75,2.0,7.5,3.25,0.1206896552,0.1379310345,0.5172413793,0.224137931
Ag8GeTe6,Ag8GeTe6_329,f-43m,329,519.0,95.0,0.25,3,0.0,4,9,3,1,1,0,0,0,15,1,0,1,3,32,52,48.0,47,75.93333333,65,113.4123733,107.8682,1028.453333,1234.93,13.2,120,145,140.5333333,1.93,2.1,0.17,2.003333333,1.466666667,0.4977777778,1,1.733333333,1.848888889,0,10.0,0.0,0.0,0.0,0,13.2,2.346666667,11,0.5333333333,0.4977777778,1,1.066666667,1.137777778,0,0.0,0.0,0,0.0,0.0,0,1.6,0.64,1,24.14833333,8.492,16.33,0.0,0.464,0.464,0.2111333333,0.2252088889,0.0,0.0,0.0,0.0,0.5333333333,4.842315978,1.466666667,1.733333333,10.0,0.0,0.1111111111,0.1313131313,0.7575757576,0.0
Ag8GeTe6,Ag8GeTe6_413,f-43m,413,467.0,275.0,0.27,3,0.0,4,9,3,1,1,0,0,0,15,1,0,1,3,32,52,48.0,47,75.93333333,65,113.4123733,107.8682,1028.453333,1234.93,13.2,120,145,140.5333333,1.93,2.1,0.17,2.003333333,1.466666667,0.4977777778,1,1.733333333,1.848888889,0,10.0,0.0,0.0,0.0,0,13.2,2.346666667,11,0.5333333333,0.4977777778,1,1.066666667,1.137777778,0,0.0,0.0,0,0.0,0.0,0,1.6,0.64,1,24.14833333,8.492,16.33,0.0,0.464,0.464,0.2111333333,0.2252088889,0.0,0.0,0.0,0.0,0.5333333333,4.842315978,1.466666667,1.733333333,10.0,0.0,0.1111111111,0.1313131313,0.7575757576,0.0
